pair_id,source,destination,euclid_m,algorithm,heuristic,gender,social,age,vehicle,time_bucket,weather,success,nodes_expanded,nodes_generated,revisits,max_frontier_size,path_length_edges,path_length_meters,path_cost,depth,effective_branching_factor,predicted_cost_at_start,predicted_vs_actual_gap,runtime_seconds
3,10162558713,1200021827,4907.267808943676,greedy,learned_history,male,alone,adult,motorbike,morning_rush,clear,True,77,145,88,69,68,7123.1938358142315,87398.49658109511,68,1.0031730556911522,7618.409596986647,79780.08698410846,0.0007556249984190799
3,10162558713,1200021827,4907.267808943676,astar,zero,male,alone,adult,motorbike,morning_rush,clear,True,2921,3344,287,144,69,6679.046665856928,79579.13935056422,69,1.0813532029340387,0.0,79579.13935056422,0.019594992998463567
3,10162558713,1200021827,4907.267808943676,astar,haversine_admissible,male,alone,adult,motorbike,morning_rush,clear,True,2589,2983,265,141,69,6679.046665856928,79579.13935056422,69,1.0790606113736794,5078.939731324431,74500.1996192398,0.024003377002372872
3,10162558713,1200021827,4907.267808943676,astar,network_relaxed,male,alone,adult,motorbike,morning_rush,clear,True,2489,2879,258,138,69,6679.046665856928,79579.13935056422,69,1.0783104528998444,6534.135264586245,73045.00408597797,0.017111054999986663
3,10162558713,1200021827,4907.267808943676,astar,haversine_time,male,alone,adult,motorbike,morning_rush,clear,True,2846,3265,282,145,69,6679.046665856928,79579.13935056422,69,1.0808595868187612,1177.7442741464822,78401.39507641774,0.02666953300649766
3,10162558713,1200021827,4907.267808943676,astar,context_aware,male,alone,adult,motorbike,morning_rush,clear,True,2460,2845,254,142,69,6679.046665856928,79579.13935056422,69,1.0780870963076215,7313.67321310718,72265.46613745704,0.02352403700206196
3,10162558713,1200021827,4907.267808943676,astar,learned_history,male,alone,adult,motorbike,morning_rush,clear,True,2465,2847,252,140,69,6679.046665856928,79579.13935056422,69,1.078125798824934,7618.409596986647,71960.72975357757,0.02742014799878234
3,10162558713,1200021827,4907.267808943676,weighted_astar,zero,male,alone,adult,motorbike,morning_rush,clear,True,2921,3344,287,144,69,6679.046665856928,79579.13935056422,69,1.0813532029340387,0.0,79579.13935056422,0.019720101001439616
3,10162558713,1200021827,4907.267808943676,weighted_astar,haversine_admissible,male,alone,adult,motorbike,morning_rush,clear,True,2360,2726,243,137,69,6679.046665856928,79579.13935056422,69,1.0772955567567029,5078.939731324431,74500.1996192398,0.026075654997839592
3,10162558713,1200021827,4907.267808943676,weighted_astar,network_relaxed,male,alone,adult,motorbike,morning_rush,clear,True,2167,2528,240,134,69,6679.046665856928,79579.13935056422,69,1.075665086264927,6534.135264586245,73045.00408597797,0.015171240003837738
3,10162558713,1200021827,4907.267808943676,weighted_astar,haversine_time,male,alone,adult,motorbike,morning_rush,clear,True,2782,3197,278,146,69,6679.046665856928,79579.13935056422,69,1.0804276879872734,1177.7442741464822,78401.39507641774,0.025861075999273453
3,10162558713,1200021827,4907.267808943676,weighted_astar,context_aware,male,alone,adult,motorbike,morning_rush,clear,True,2099,2444,230,128,69,6679.046665856928,79579.13935056422,69,1.0750546553821192,7313.67321310718,72265.46613745704,0.020356419998279307
3,10162558713,1200021827,4907.267808943676,weighted_astar,learned_history,male,alone,adult,motorbike,morning_rush,clear,True,2109,2452,238,123,69,6679.046665856928,79579.13935056422,69,1.0751456946220834,7618.409596986647,71960.72975357757,0.023313978002988733
3,10162558713,1200021827,4907.267808943676,bfs,n/a,female,alone,adult,rickshaw,late_night,clear,True,4891,5166,6724,291,59,6530.506923309196,145308.58673993812,59,1.1106255177379412,0.0,0.0,0.007154922001063824
3,10162558713,1200021827,4907.267808943676,dfs,n/a,female,alone,adult,rickshaw,late_night,clear,True,21379,21488,30074,1040,171,20144.824273418973,393733.9989181899,171,1.040046262469941,0.0,0.0,0.029037970998615492
3,10162558713,1200021827,4907.267808943676,ucs,n/a,female,alone,adult,rickshaw,late_night,clear,True,2943,3358,276,156,69,6679.046665856928,142730.63727175252,69,1.0814955313382608,0.0,0.0,0.01823595199675765
